扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.9,189.6,6.20,0.6,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.8,189.6,6.20,6.2,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,189.6,6.20,14.2,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,189.6,6.20,22.2,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,189.4,6.20,30.2,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,188.9,6.20,37.6,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,188.3,6.20,40.0,6,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.1,188.0,6.20,39.8,7,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.9,187.5,6.20,39.8,8,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,187.1,6.20,40.0,9,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,186.3,6.20,40.0,10,190.0,190.0,190.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,185.6,6.20,40.0,11,190.0,190.0,190.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,184.9,6.20,40.2,12,190.0,190.0,190.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,184.2,6.20,40.2,13,190.0,190.0,190.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,183.7,6.20,40.0,14,190.0,190.0,190.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,183.1,6.20,40.0,15,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,182.5,6.20,39.8,16,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,181.8,6.20,39.8,17,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,181.2,6.20,40.0,18,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,180.6,6.20,39.8,19,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,180.0,6.20,39.8,20,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,179.4,6.20,40.0,21,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,178.9,6.20,40.0,22,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,178.3,6.20,39.8,23,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,177.8,6.20,40.0,24,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,177.3,6.20,40.0,25,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,176.7,6.20,39.8,26,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,176.1,6.20,40.0,27,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,175.6,6.20,40.0,28,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,175.2,6.20,39.8,29,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,174.9,6.20,39.8,30,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,174.7,6.20,40.2,31,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,174.8,6.20,40.0,32,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,175.0,6.20,40.0,33,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,175.3,6.20,40.2,34,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,175.5,6.20,40.2,35,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,175.7,6.20,40.0,36,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,175.8,6.20,40.0,37,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,175.9,6.20,40.0,38,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,176.2,6.20,40.0,39,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,176.4,6.20,40.0,40,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,176.6,6.20,40.0,41,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,176.7,6.20,40.0,42,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,176.9,6.20,40.0,43,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,177.0,6.20,40.0,44,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,177.0,6.20,39.8,45,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,176.9,6.20,39.8,46,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,176.8,6.20,39.8,47,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.7,176.7,6.20,39.8,48,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.6,176.7,6.19,39.8,49,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.7,176.6,6.19,40.0,50,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.6,176.6,6.19,40.0,51,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.4,176.5,6.19,40.0,52,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.5,176.5,6.19,39.8,53,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.3,176.5,6.20,39.8,54,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.2,176.5,6.20,39.8,55,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.3,176.5,6.20,39.8,56,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.4,176.5,6.20,39.8,57,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.3,176.4,6.20,40.0,58,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.4,176.4,6.20,40.0,59,190.0,190.0,190.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.7,176.3,6.20,39.8,60,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
0.7,176.2,6.20,39.8,61,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,176.2,6.20,39.6,62,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.3,176.2,6.20,39.6,63,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,176.2,6.20,39.6,64,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.7,176.2,6.20,39.8,65,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
2.1,176.2,6.20,39.8,66,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.03
2.2,176.1,6.20,40.0,67,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.04
2.5,176.1,6.20,40.0,68,190.0,190.0,190.3,500.0,500.0,0.0,0.0,0.0,0.3,0.04
2.8,176.1,6.20,39.8,69,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.04
2.8,176.2,6.20,39.8,70,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.04
3.0,176.2,6.20,39.8,71,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.04
3.2,176.2,6.20,39.8,72,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.05
3.5,176.1,6.20,39.8,73,190.0,190.0,190.2,500.0,500.0,0.0,0.0,0.0,0.3,0.05
