扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,187.1,6.19,1.4,0,189.5,190.4,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,187.2,6.19,8.6,1,189.5,190.4,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,187.3,6.19,20.4,2,189.5,190.2,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,187.3,6.19,32.2,3,189.5,190.1,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,187.3,6.19,44.2,4,189.5,190.1,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,187.1,6.19,54.8,5,189.5,190.1,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,186.6,6.19,59.6,6,189.5,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,185.9,6.19,59.6,7,189.5,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.0,6.19,59.8,8,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,184.3,6.19,59.8,9,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
4.0,183.6,6.19,59.6,10,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
12.0,182.5,6.19,59.6,11,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
17.8,180.6,6.19,59.8,12,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.04
22.8,177.2,6.19,59.8,13,189.7,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.07
27.7,173.3,6.19,59.6,14,189.7,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.09
29.4,169.7,6.19,59.8,15,189.7,189.8,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.12
25.9,167.4,6.19,59.8,16,189.7,189.6,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.15
25.1,165.7,6.19,59.8,17,189.7,189.6,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.17
25.2,164.4,6.20,59.6,18,189.7,189.6,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.20
25.8,163.4,6.20,59.8,19,189.7,189.6,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.22
26.5,162.7,6.20,59.8,20,189.7,189.5,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.25
27.3,162.1,6.20,59.8,21,189.7,189.4,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.28
27.3,161.8,6.20,59.6,22,189.7,189.4,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.30
27.3,161.7,6.19,59.8,23,189.7,189.4,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.33
26.5,161.9,6.20,59.8,24,189.7,189.4,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.36
25.7,162.1,6.19,59.8,25,189.6,189.4,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.38
24.6,162.5,6.19,59.6,26,189.6,189.4,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.41
23.5,162.9,6.19,59.8,27,189.6,189.4,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.43
21.8,163.5,6.19,59.8,28,189.5,189.4,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.45
20.2,164.2,6.19,59.8,29,189.4,189.4,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.47
18.4,164.8,6.19,59.8,30,189.4,189.5,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.49
16.6,165.5,6.19,59.8,31,189.4,189.6,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.51
