扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
2.1,188.4,6.19,0.0,0,190.0,190.7,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.00
2.0,188.4,6.19,2.8,1,190.0,190.8,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
2.0,188.4,6.19,10.2,2,190.0,190.9,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.9,188.5,6.19,18.4,3,190.0,191.0,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.8,188.5,6.19,26.4,4,190.0,191.1,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.8,188.4,6.19,34.2,5,190.0,191.1,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,188.2,6.19,39.4,6,190.0,191.1,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.6,6.19,40.2,7,190.0,191.1,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,186.9,6.19,39.8,8,190.0,191.2,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,186.2,6.19,39.8,9,190.0,191.2,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,185.5,6.19,39.8,10,190.0,191.2,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,184.9,6.19,39.8,11,190.0,191.2,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,184.3,6.19,39.6,12,190.0,191.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,183.8,6.19,39.8,13,190.0,190.7,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,183.4,6.19,39.8,14,190.0,190.6,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,183.0,6.19,40.0,15,190.0,190.5,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,182.6,6.19,40.0,16,190.0,190.2,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,182.4,6.19,40.0,17,190.0,190.2,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,182.1,6.19,40.0,18,190.0,190.1,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,182.0,6.19,40.0,19,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,181.8,6.19,40.0,20,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,181.4,6.19,39.8,21,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.6,181.0,6.19,40.0,22,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.6,180.6,6.19,39.8,23,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.6,180.2,6.19,39.8,24,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.7,179.9,6.19,39.8,25,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.02
