扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.7,190.5,6.19,1.4,0,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.7,190.5,6.19,7.6,1,190.0,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.7,190.5,6.19,14.6,2,190.0,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,190.5,6.19,21.6,3,190.0,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,190.4,6.19,28.6,4,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,190.3,6.19,34.0,5,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,190.0,6.19,34.8,6,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,189.5,6.19,34.6,7,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.1,188.9,6.19,34.6,8,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.0,188.2,6.19,34.6,9,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,187.5,6.19,34.6,10,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,186.9,6.19,34.8,11,190.0,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,186.5,6.19,34.8,12,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,185.9,6.19,35.0,13,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,185.3,6.19,34.8,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,184.7,6.19,35.0,15,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,184.0,6.19,34.8,16,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,183.5,6.19,35.0,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,182.8,6.19,34.8,18,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,182.0,6.19,35.0,19,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,181.1,6.19,35.0,20,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,180.2,6.19,35.0,21,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.7,179.6,6.19,35.0,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
2.6,178.9,6.19,35.0,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
3.0,178.3,6.19,34.8,24,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
4.0,177.6,6.19,34.8,25,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
4.2,176.7,6.19,34.6,26,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
4.6,176.0,6.19,34.6,27,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
