扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.7,189.0,6.19,1.0,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.7,189.0,6.19,7.0,1,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.6,189.1,6.19,18.4,2,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,189.1,6.19,30.4,3,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,189.1,6.19,42.4,4,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,189.1,6.19,53.4,5,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,189.1,6.19,59.4,6,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,189.0,6.19,60.0,7,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,189.0,6.19,60.0,8,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,189.0,6.19,60.0,9,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,189.0,6.19,59.8,10,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,188.9,6.19,59.8,11,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,188.7,6.19,59.8,12,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,188.4,6.19,59.8,13,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,188.0,6.19,59.8,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,187.5,6.19,60.0,15,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.1,186.9,6.19,59.8,16,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,186.3,6.19,59.8,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
