扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.8,188.9,6.20,2.2,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,188.9,6.20,8.2,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.9,6.20,14.2,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.9,6.20,20.2,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.9,6.19,26.2,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.9,6.20,30.0,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.9,6.20,29.8,6,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.9,6.20,29.8,7,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.9,6.20,29.8,8,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.9,6.20,29.8,9,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,188.9,6.20,29.8,10,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,188.6,6.19,30.0,11,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,188.1,6.19,29.8,12,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,187.4,6.19,30.0,13,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,186.6,6.19,29.8,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,186.1,6.20,29.8,15,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,185.5,6.20,29.6,16,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,185.0,6.20,30.0,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,184.5,6.20,29.6,18,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,184.0,6.20,29.8,19,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,183.4,6.20,29.8,20,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,182.6,6.20,30.0,21,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,181.8,6.20,29.6,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,181.1,6.20,29.8,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,180.5,6.20,29.8,24,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
