扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.8,187.9,6.19,2.0,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.9,6.19,9.2,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,188.0,6.19,17.2,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.0,6.19,25.2,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.0,6.19,33.4,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.0,6.19,39.4,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.0,6.19,40.0,6,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.0,6.19,40.2,7,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,187.9,6.19,40.4,8,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,187.7,6.19,40.0,9,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,187.4,6.19,40.0,10,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,186.9,6.19,40.2,11,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,186.5,6.19,40.0,12,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,186.1,6.19,39.8,13,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,185.6,6.19,40.0,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,185.0,6.19,40.0,15,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,184.5,6.19,39.8,16,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,183.9,6.20,39.8,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,183.2,6.20,39.8,18,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,182.6,6.19,39.8,19,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,182.1,6.19,39.8,20,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,181.5,6.19,40.0,21,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,181.0,6.19,40.0,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,180.5,6.19,40.0,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,180.0,6.19,40.0,24,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,179.4,6.19,39.8,25,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.1,178.7,6.19,39.8,26,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,178.0,6.19,39.8,27,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
2.3,177.3,6.20,39.8,28,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
