扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.8,188.3,6.19,0.2,0,190.0,190.1,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,188.3,6.19,3.8,1,190.0,190.1,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.4,6.19,14.0,2,190.0,190.1,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,188.4,6.19,29.2,3,190.0,190.1,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.4,6.19,45.2,4,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,188.2,6.19,61.0,5,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,187.8,6.19,73.2,6,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,187.1,6.19,78.8,7,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,186.4,6.19,79.6,8,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,185.7,6.19,79.6,9,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,185.1,6.19,79.4,10,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,184.6,6.19,79.6,11,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,184.2,6.19,79.8,12,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,183.9,6.19,79.6,13,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,183.6,6.19,79.6,14,190.0,190.2,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,183.4,6.19,79.8,15,190.0,190.1,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,183.0,6.19,79.8,16,190.0,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.1,182.6,6.19,79.6,17,190.0,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.1,182.2,6.19,79.8,18,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,181.8,6.19,79.8,19,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,181.5,6.19,79.6,20,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.1,181.2,6.19,79.6,21,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,181.0,6.19,79.8,22,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,180.7,6.19,79.8,23,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,180.5,6.19,79.6,24,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,180.3,6.19,79.8,25,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.9,180.0,6.19,79.8,26,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.9,179.8,6.19,79.6,27,190.0,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.7,179.6,6.19,79.6,28,190.0,190.0,189.3,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.5,179.4,6.19,79.8,29,190.0,190.0,189.3,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.3,179.1,6.19,79.6,30,190.0,190.0,189.3,500.0,500.0,0.0,0.0,0.0,0.3,0.04
