扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.9,186.9,6.18,1.6,0,189.9,191.0,189.9,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.8,186.9,6.18,7.2,1,189.9,191.0,189.9,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.7,186.9,6.18,13.2,2,189.9,191.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.0,6.19,19.2,3,190.0,191.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.0,6.19,25.2,4,190.0,191.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.0,6.19,29.4,5,190.0,191.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.1,6.19,29.8,6,190.0,191.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,187.1,6.19,29.8,7,190.0,190.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,187.1,6.19,29.8,8,190.0,190.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,187.2,6.19,29.8,9,190.0,190.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,187.2,6.19,30.0,10,190.0,190.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.7,187.2,6.19,29.8,11,190.0,190.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.7,187.2,6.19,29.8,12,190.0,190.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.7,187.2,6.19,29.8,13,190.0,190.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,187.2,6.19,29.8,14,190.0,190.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,186.8,6.19,29.6,15,190.0,190.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,186.1,6.19,29.8,16,190.0,190.3,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,185.1,6.19,29.8,17,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,184.1,6.19,29.8,18,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,183.2,6.19,29.8,19,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,182.4,6.19,30.0,20,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,181.8,6.19,29.8,21,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,181.3,6.19,29.8,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,180.8,6.19,29.8,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
