扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.8,189.1,6.19,1.4,0,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.8,189.1,6.19,7.8,1,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.7,189.2,6.19,15.8,2,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,189.2,6.19,23.8,3,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.2,6.19,31.6,4,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.2,6.19,38.2,5,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.2,6.19,39.8,6,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.1,6.19,39.6,7,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,189.0,6.19,39.6,8,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,188.8,6.19,39.8,9,190.0,191.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,188.7,6.19,39.8,10,190.0,191.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,188.6,6.19,39.8,11,190.0,191.3,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,188.5,6.19,40.0,12,190.0,191.3,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,188.3,6.19,39.8,13,190.0,191.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,188.1,6.19,40.0,14,190.0,190.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,187.7,6.19,39.8,15,190.0,190.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,187.3,6.19,39.6,16,190.0,190.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,186.8,6.19,39.6,17,190.0,190.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,186.4,6.19,39.8,18,190.0,190.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.1,186.0,6.19,39.6,19,190.0,190.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,185.6,6.19,39.8,20,190.0,190.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,185.0,6.19,40.0,21,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,184.6,6.19,39.8,22,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,184.0,6.19,39.6,23,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,183.5,6.19,39.6,24,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,183.1,6.19,39.6,25,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,182.7,6.19,39.6,26,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,182.3,6.19,39.8,27,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.6,181.9,6.19,39.8,28,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.5,181.4,6.19,39.8,29,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.5,180.8,6.19,39.8,30,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.5,180.2,6.19,39.8,31,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,179.6,6.19,39.8,32,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,178.8,6.19,40.0,33,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.9,177.9,6.19,39.8,34,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
2.4,177.0,6.19,39.8,35,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
3.2,176.2,6.19,39.8,36,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
3.3,175.4,6.19,39.8,37,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
4.1,174.7,6.19,39.8,38,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
4.6,173.9,6.19,40.0,39,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
