   Time:sec   Load:kgf  Stroke:mm     Spare1     Spare2
  212.10500     79.435   70.69305    0.00000    0.00000
  212.26500     79.439   70.74706    0.00000    0.00000
  212.46500     79.444   70.81313    0.00000    0.00000
  212.62000     79.450   70.86507    0.00000    0.00000
  212.78000     79.455   70.91843    0.00000    0.00000
  212.92000     79.459   70.96539    0.00000    0.00000
  213.09000     79.464   71.02136    0.00000    0.00000
  213.24500     79.468   71.07314    0.00000    0.00000
  213.39999     79.472   71.12507    0.00000    0.00000
  213.55499     79.476   71.17639    0.00000    0.00000
  213.70000     79.481   71.22499    0.00000    0.00000
  213.85500     79.486   71.27766    0.00000    0.00000
  214.01500     79.492   71.33037    0.00000    0.00000
  214.17000     79.498   71.38223    0.00000    0.00000
  214.31000     79.502   71.42923    0.00000    0.00000
  214.48500     79.507   71.48618    0.00000    0.00000
  214.63499     79.516   71.53758    0.00000    0.00000
  214.78999     79.521   71.58932    0.00000    0.00000
  214.95000     79.525   71.64121    0.00000    0.00000
  215.10001     79.529   71.69115    0.00000    0.00000
  215.26500     79.533   71.74712    0.00000    0.00000
  215.41000     79.537   71.79462    0.00000    0.00000
  215.56500     79.544   71.84627    0.00000    0.00000
  215.72000     79.551   71.89816    0.00000    0.00000
  215.88499     79.557   71.95348    0.00000    0.00000
  216.03999     79.562   72.00443    0.00000    0.00000
  216.19000     79.565   72.05453    0.00000    0.00000
  216.35500     79.568   72.10949    0.00000    0.00000
  216.50999     79.571   72.16212    0.00000    0.00000
  216.66499     79.574   72.21410    0.00000    0.00000
  216.80499     79.576   72.26114    0.00000    0.00000
  216.98000     79.579   72.31837    0.00000    0.00000
  217.13499     79.582   72.36949    0.00000    0.00000
  217.28500     79.584   72.41943    0.00000    0.00000
  217.43500     79.587   72.47100    0.00000    0.00000
  217.59000     79.588   72.52204    0.00000    0.00000
  217.76500     79.589   72.57932    0.00000    0.00000
  217.90500     79.590   72.62644    0.00000    0.00000
  218.06000     79.590   72.67830    0.00000    0.00000
  218.21500     79.591   72.73096    0.00000    0.00000
  218.37500     79.591   72.78294    0.00000    0.00000
  218.53000     79.592   72.83598    0.00000    0.00000
  218.67999     79.593   72.88433    0.00000    0.00000
  218.84000     79.593   72.93891    0.00000    0.00000
  218.99500     79.593   72.99089    0.00000    0.00000
  219.15500     79.594   73.04319    0.00000    0.00000
  219.31000     79.594   73.09428    0.00000    0.00000
  219.46500     79.595   73.14629    0.00000    0.00000
  219.63000     79.597   73.20124    0.00000    0.00000
  219.77499     79.599   73.24988    0.00000    0.00000
  219.92999     79.601   73.30124    0.00000    0.00000
  220.08501     79.605   73.35289    0.00000    0.00000
  220.24500     79.612   73.40727    0.00000    0.00000
  220.39000     79.620   73.45583    0.00000    0.00000
  220.54500     79.628   73.50716    0.00000    0.00000
  220.70000     79.632   73.55921    0.00000    0.00000
  220.85500     79.633   73.61082    0.00000    0.00000
  221.02499     79.635   73.66687    0.00000    0.00000
  221.16499     79.638   73.71371    0.00000    0.00000
  221.32500     79.645   73.76700    0.00000    0.00000
  221.48000     79.653   73.81905    0.00000    0.00000
  221.64000     79.659   73.87177    0.00000    0.00000
  221.79500     79.663   73.92378    0.00000    0.00000
  221.93500     79.666   73.97070    0.00000    0.00000
  222.11501     79.668   74.02969    0.00000    0.00000
  222.25999     79.671   74.07906    0.00000    0.00000
  222.41499     79.674   74.13079    0.00000    0.00000
  222.57500     79.681   74.18277    0.00000    0.00000
  222.73000     79.685   74.23466    0.00000    0.00000
  222.89000     79.688   74.28864    0.00000    0.00000
  223.03000     79.690   74.33569    0.00000    0.00000
  223.19000     79.693   74.38770    0.00000    0.00000
  223.35001     79.695   74.44098    0.00000    0.00000
  223.50999     79.698   74.49487    0.00000    0.00000
  223.66499     79.703   74.54583    0.00000    0.00000
  223.81000     79.706   74.59463    0.00000    0.00000
  223.98000     79.710   74.65157    0.00000    0.00000
  224.13499     79.713   74.70364    0.00000    0.00000
  224.28999     79.717   74.75484    0.00000    0.00000
  224.42999     79.720   74.80193    0.00000    0.00000
  224.60500     79.723   74.85957    0.00000    0.00000
  224.75500     79.728   74.90958    0.00000    0.00000
  224.90500     79.732   74.96062    0.00000    0.00000
  225.06000     79.737   75.01179    0.00000    0.00000
  225.21500     79.743   75.06283    0.00000    0.00000
  225.38499     79.746   75.12042    0.00000    0.00000
  225.52499     79.749   75.16747    0.00000    0.00000
  225.68500     79.752   75.21949    0.00000    0.00000
  225.84000     79.757   75.27171    0.00000    0.00000
  225.99500     79.762   75.32368    0.00000    0.00000
  226.15500     79.769   75.37741    0.00000    0.00000
  226.30000     79.775   75.42442    0.00000    0.00000
  226.46500     79.780   75.48047    0.00000    0.00000
  226.62000     79.783   75.53236    0.00000    0.00000
  226.78000     79.787   75.58438    0.00000    0.00000
  226.92999     79.792   75.63538    0.00000    0.00000
  227.08000     79.795   75.68443    0.00000    0.00000
  227.25000     79.801   75.74141    0.00000    0.00000
  227.39999     79.805   75.79131    0.00000    0.00000
  227.55499     79.808   75.84264    0.00000    0.00000
  227.71001     79.811   75.89437    0.00000    0.00000
  227.87000     79.813   75.94765    0.00000    0.00000
  228.02000     79.818   75.99763    0.00000    0.00000
  228.16499     79.824   76.04626    0.00000    0.00000
  228.32001     79.831   76.09763    0.00000    0.00000
  228.47000     79.838   76.14761    0.00000    0.00000
  228.64000     79.841   76.20525    0.00000    0.00000
  228.78000     79.843   76.25222    0.00000    0.00000
  228.94000     79.844   76.30424    0.00000    0.00000
  229.10001     79.846   76.35756    0.00000    0.00000
  229.25999     79.849   76.41136    0.00000    0.00000
  229.41499     79.857   76.46326    0.00000    0.00000
  229.55499     79.865   76.51015    0.00000    0.00000
  229.73000     79.872   76.56746    0.00000    0.00000
  229.88000     79.876   76.61748    0.00000    0.00000
  230.03000     79.878   76.66856    0.00000    0.00000
  230.18500     79.880   76.72013    0.00000    0.00000
  230.34000     79.883   76.77105    0.00000    0.00000
  230.50999     79.887   76.82836    0.00000    0.00000
  230.65500     79.892   76.87614    0.00000    0.00000
  230.81000     79.896   76.92815    0.00000    0.00000
  230.96500     79.899   76.98001    0.00000    0.00000
  231.12500     79.902   77.03239    0.00000    0.00000
  231.28000     79.905   77.08539    0.00000    0.00000
  231.42999     79.907   77.13415    0.00000    0.00000
  231.59000     79.910   77.18820    0.00000    0.00000
  231.75500     79.912   77.24238    0.00000    0.00000
  231.91499     79.913   77.29607    0.00000    0.00000
  232.05499     79.916   77.34299    0.00000    0.00000
  232.22000     79.919   77.39737    0.00000    0.00000
  232.37500     79.922   77.44939    0.00000    0.00000
  232.53000     79.925   77.50096    0.00000    0.00000
  232.68500     79.927   77.55225    0.00000    0.00000
  232.83000     79.928   77.60096    0.00000    0.00000
  233.00999     79.929   77.66088    0.00000    0.00000
  233.14999     79.933   77.70801    0.00000    0.00000
  233.30499     79.938   77.75990    0.00000    0.00000
  233.46500     79.942   77.81221    0.00000    0.00000
  233.62000     79.945   77.86418    0.00000    0.00000
  233.78000     79.946   77.91787    0.00000    0.00000
  233.92000     79.947   77.96496    0.00000    0.00000
  234.09000     79.948   78.02089    0.00000    0.00000
  234.24500     79.950   78.07217    0.00000    0.00000
  234.39999     79.952   78.12415    0.00000    0.00000
  234.55499     79.954   78.17580    0.00000    0.00000
  234.70000     79.955   78.22419    0.00000    0.00000
  234.87000     79.956   78.28118    0.00000    0.00000
  235.01500     79.958   78.32969    0.00000    0.00000
  235.17000     79.962   78.38106    0.00000    0.00000
  235.32500     79.971   78.43279    0.00000    0.00000
  235.48000     79.979   78.48481    0.00000    0.00000
  235.64000     79.988   78.53874    0.00000    0.00000
  235.78999     79.993   78.58770    0.00000    0.00000
  235.94501     79.995   78.63914    0.00000    0.00000
  236.10001     79.997   78.69076    0.00000    0.00000
  236.26500     80.000   78.74583    0.00000    0.00000
  236.41499     80.006   78.79569    0.00000    0.00000
  236.57001     80.015   78.84771    0.00000    0.00000
  236.73000     80.022   78.90062    0.00000    0.00000
  236.88499     80.028   78.95300    0.00000    0.00000
  237.03999     80.031   79.00506    0.00000    0.00000
  237.17999     80.034   79.05186    0.00000    0.00000
  237.35500     80.038   79.10963    0.00000    0.00000
  237.50999     80.043   79.16055    0.00000    0.00000
  237.66000     80.051   79.21060    0.00000    0.00000
  237.81000     80.055   79.26201    0.00000    0.00000
  237.96500     80.059   79.31289    0.00000    0.00000
  238.14000     80.061   79.37057    0.00000    0.00000
  238.28000     80.065   79.41757    0.00000    0.00000
  238.43500     80.070   79.46964    0.00000    0.00000
  238.59000     80.080   79.52197    0.00000    0.00000
  238.75000     80.087   79.57383    0.00000    0.00000
  238.90500     80.092   79.62682    0.00000    0.00000
  239.05499     80.095   79.67554    0.00000    0.00000
  239.21500     80.098   79.72988    0.00000    0.00000
  239.37000     80.101   79.78153    0.00000    0.00000
  239.53000     80.107   79.83379    0.00000    0.00000
  239.67999     80.115   79.88471    0.00000    0.00000
  239.83000     80.122   79.93388    0.00000    0.00000
  240.00500     80.129   79.99237    0.00000    0.00000
  240.14999     80.133   80.04080    0.00000    0.00000
  240.30499     80.137   80.09241    0.00000    0.00000
  240.45000     80.144   80.14142    0.00000    0.00000
  240.61501     80.157   80.19576    0.00000    0.00000
  240.76500     80.164   80.24578    0.00000    0.00000
  240.92000     80.171   80.29735    0.00000    0.00000
  241.07500     80.175   80.34933    0.00000    0.00000
  241.23000     80.179   80.40069    0.00000    0.00000
  241.39500     80.185   80.45568    0.00000    0.00000
  241.53999     80.196   80.50362    0.00000    0.00000
  241.70000     80.206   80.55727    0.00000    0.00000
  241.85500     80.213   80.60925    0.00000    0.00000
  242.00999     80.220   80.66155    0.00000    0.00000
  242.17000     80.223   80.71365    0.00000    0.00000
  242.31000     80.226   80.76061    0.00000    0.00000
  242.48000     80.234   80.81830    0.00000    0.00000
  242.63499     80.243   80.86926    0.00000    0.00000
  242.78999     80.250   80.92058    0.00000    0.00000
  242.94000     80.256   80.97064    0.00000    0.00000
  243.09000     80.260   81.02156    0.00000    0.00000
  243.26500     80.264   81.07858    0.00000    0.00000
  243.40500     80.270   81.12616    0.00000    0.00000
  243.56000     80.282   81.17761    0.00000    0.00000
  243.71500     80.291   81.23032    0.00000    0.00000
  243.88000     80.299   81.28413    0.00000    0.00000
  244.03000     80.303   81.33411    0.00000    0.00000
  244.17000     80.307   81.38152    0.00000    0.00000
  244.33501     80.312   81.43554    0.00000    0.00000
  244.49500     80.324   81.48951    0.00000    0.00000
  244.64999     80.335   81.54144    0.00000    0.00000
  244.78999     80.343   81.58841    0.00000    0.00000
  244.95500     80.350   81.64214    0.00000    0.00000
  245.11000     80.353   81.69411    0.00000    0.00000
  245.26500     80.357   81.74650    0.00000    0.00000
  245.42000     80.366   81.79836    0.00000    0.00000
  245.56500     80.376   81.84536    0.00000    0.00000
  245.74500     80.387   81.90528    0.00000    0.00000
  245.89000     80.394   81.95404    0.00000    0.00000
  246.04500     80.397   82.00536    0.00000    0.00000
  246.20000     80.401   82.05726    0.00000    0.00000
  246.35500     80.407   82.10896    0.00000    0.00000
  246.52000     80.418   82.16390    0.00000    0.00000
  246.66499     80.425   82.21197    0.00000    0.00000
  246.82500     80.432   82.26533    0.00000    0.00000
  246.98000     80.434   82.31718    0.00000    0.00000
  247.14000     80.435   82.37026    0.00000    0.00000
  247.29500     80.437   82.42195    0.00000    0.00000
  247.43500     80.439   82.46925    0.00000    0.00000
  247.61000     80.443   82.52701    0.00000    0.00000
  247.75999     80.446   82.57825    0.00000    0.00000
  247.91499     80.448   82.62986    0.00000    0.00000
  248.06500     80.451   82.67886    0.00000    0.00000
  248.22000     80.455   82.73019    0.00000    0.00000
  248.38499     80.459   82.78619    0.00000    0.00000
  248.53500     80.462   82.83508    0.00000    0.00000
  248.68500     80.464   82.88575    0.00000    0.00000
  248.84000     80.468   82.93724    0.00000    0.00000
  249.00999     80.472   82.99480    0.00000    0.00000
  249.14999     80.476   83.04180    0.00000    0.00000
  249.31000     80.481   83.09378    0.00000    0.00000
  249.46500     80.485   83.14608    0.00000    0.00000
  249.62000     80.488   83.19814    0.00000    0.00000
  249.78000     80.489   83.25179    0.00000    0.00000
  249.92500     80.492   83.29871    0.00000    0.00000
  250.09000     80.496   83.35468    0.00000    0.00000
  250.24500     80.502   83.40601    0.00000    0.00000
  250.39999     80.510   83.45806    0.00000    0.00000
  250.55499     80.517   83.50967    0.00000    0.00000
  250.70000     80.520   83.55795    0.00000    0.00000
  250.88000     80.523   83.61697    0.00000    0.00000
  251.02499     80.526   83.66560    0.00000    0.00000
  251.17999     80.534   83.71766    0.00000    0.00000
  251.34000     80.543   83.77000    0.00000    0.00000
  251.49500     80.553   83.82267    0.00000    0.00000
  251.65500     80.560   83.87554    0.00000    0.00000
  251.79500     80.563   83.92292    0.00000    0.00000
  251.96500     80.566   83.97893    0.00000    0.00000
  252.12000     80.570   84.03098    0.00000    0.00000
  252.27499     80.580   84.08305    0.00000    0.00000
  252.42999     80.590   84.13388    0.00000    0.00000
  252.58000     80.600   84.18358    0.00000    0.00000
  252.74500     80.607   84.23885    0.00000    0.00000
  252.89500     80.609   84.28851    0.00000    0.00000
  253.04500     80.612   84.33983    0.00000    0.00000
  253.19000     80.617   84.38684    0.00000    0.00000
  253.37000     80.629   84.44675    0.00000    0.00000
  253.51500     80.639   84.49556    0.00000    0.00000
  253.67000     80.648   84.54676    0.00000    0.00000
  253.82500     80.652   84.59882    0.00000    0.00000
  253.98000     80.654   84.65039    0.00000    0.00000
  254.14500     80.656   84.70538    0.00000    0.00000
  254.30499     80.660   84.75874    0.00000    0.00000
  254.46001     80.668   84.81014    0.00000    0.00000
  254.61501     80.678   84.86184    0.00000    0.00000
  254.78000     80.686   84.91675    0.00000    0.00000
  254.92000     80.691   84.96367    0.00000    0.00000
  255.08501     80.695   85.01866    0.00000    0.00000
  255.24001     80.699   85.06998    0.00000    0.00000
  255.39999     80.706   85.12376    0.00000    0.00000
  255.55000     80.716   85.17361    0.00000    0.00000
  255.70000     80.725   85.22359    0.00000    0.00000
  255.87000     80.732   85.28059    0.00000    0.00000
  256.01999     80.736   85.33158    0.00000    0.00000
  256.17999     80.739   85.38368    0.00000    0.00000
  256.33499     80.743   85.43492    0.00000    0.00000
  256.48499     80.753   85.48653    0.00000    0.00000
  256.64999     80.762   85.54055    0.00000    0.00000
  256.80499     80.769   85.59191    0.00000    0.00000
  256.95999     80.775   85.64397    0.00000    0.00000
  257.11499     80.778   85.69558    0.00000    0.00000
  257.27499     80.782   85.74857    0.00000    0.00000
  257.42999     80.788   85.79978    0.00000    0.00000
  257.57999     80.798   85.85151    0.00000    0.00000
  257.73999     80.805   85.90357    0.00000    0.00000
  257.89499     80.809   85.95583    0.00000    0.00000
  258.04999     80.813   86.00780    0.00000    0.00000
  258.20499     80.815   86.05942    0.00000    0.00000
  258.35999     80.819   86.11074    0.00000    0.00000
  258.51999     80.827   86.16382    0.00000    0.00000
  258.67499     80.836   86.21547    0.00000    0.00000
  258.82999     80.844   86.26745    0.00000    0.00000
  258.98499     80.850   86.31869    0.00000    0.00000
  259.14499     80.854   86.37164    0.00000    0.00000
  259.29999     80.857   86.42350    0.00000    0.00000
  259.45499     80.862   86.47547    0.00000    0.00000
  259.60999     80.872   86.52741    0.00000    0.00000
  259.76999     80.880   86.57967    0.00000    0.00000
  259.92499     80.887   86.63230    0.00000    0.00000
  260.07999     80.892   86.68371    0.00000    0.00000
  260.23499     80.896   86.73536    0.00000    0.00000
  260.39001     80.900   86.78664    0.00000    0.00000
  260.54501     80.910   86.83825    0.00000    0.00000
  260.69501     80.920   86.88831    0.00000    0.00000
  260.85001     80.928   86.94037    0.00000    0.00000
  261.00500     80.935   86.99162    0.00000    0.00000
  261.16000     80.938   87.04323    0.00000    0.00000
  261.31500     80.942   87.09528    0.00000    0.00000
  261.47000     80.950   87.14664    0.00000    0.00000
  261.62500     80.958   87.19838    0.00000    0.00000
  261.78000     80.963   87.25121    0.00000    0.00000
  261.93500     80.968   87.30250    0.00000    0.00000
  262.09000     80.971   87.35447    0.00000    0.00000
  262.24500     80.973   87.40584    0.00000    0.00000
  262.40500     80.976   87.45892    0.00000    0.00000
  262.56000     80.982   87.51048    0.00000    0.00000
  262.71500     80.988   87.56246    0.00000    0.00000
  262.87000     80.991   87.61375    0.00000    0.00000
  263.03000     80.994   87.66682    0.00000    0.00000
  263.18500     80.996   87.71855    0.00000    0.00000
  263.34000     80.998   87.76975    0.00000    0.00000
  263.49500     81.000   87.82239    0.00000    0.00000
  263.65500     81.002   87.87473    0.00000    0.00000
  263.81000     81.003   87.92646    0.00000    0.00000
  263.95999     81.003   87.97787    0.00000    0.00000
  264.12000     81.004   88.02968    0.00000    0.00000
  264.27499     81.004   88.08235    0.00000    0.00000
  264.42999     81.005   88.13367    0.00000    0.00000
  264.58499     81.005   88.18573    0.00000    0.00000
  264.73999     81.006   88.23743    0.00000    0.00000
  264.89999     81.006   88.28964    0.00000    0.00000
  265.04999     81.006   88.34129    0.00000    0.00000
  265.20999     81.006   88.39323    0.00000    0.00000
  265.36499     81.007   88.44463    0.00000    0.00000
  265.51999     81.007   88.49767    0.00000    0.00000
  265.67499     81.007   88.54929    0.00000    0.00000
  265.82999     81.008   88.60052    0.00000    0.00000
  265.98499     81.008   88.65254    0.00000    0.00000
  266.14499     81.008   88.70525    0.00000    0.00000
  266.29999     81.008   88.75735    0.00000    0.00000
  266.45499     81.008   88.80856    0.00000    0.00000
  266.60999     81.008   88.86024    0.00000    0.00000
  266.76999     81.008   88.91320    0.00000    0.00000
  266.92499     81.008   88.96452    0.00000    0.00000
  267.07999     81.008   89.01662    0.00000    0.00000
  267.23499     81.009   89.06819    0.00000    0.00000
  267.39001     81.009   89.11944    0.00000    0.00000
  267.54501     81.010   89.17141    0.00000    0.00000
  267.70001     81.011   89.22311    0.00000    0.00000
  267.85999     81.012   89.27650    0.00000    0.00000
  268.01501     81.012   89.32812    0.00000    0.00000
  268.16000     81.013   89.37643    0.00000    0.00000
  268.31500     81.016   89.42812    0.00000    0.00000
  268.47501     81.022   89.48152    0.00000    0.00000
  268.62500     81.027   89.53146    0.00000    0.00000
  268.78000     81.031   89.58405    0.00000    0.00000
  268.94000     81.033   89.63631    0.00000    0.00000
  269.09500     81.034   89.68808    0.00000    0.00000
  269.25000     81.035   89.74010    0.00000    0.00000
  269.40500     81.037   89.79240    0.00000    0.00000
  269.56000     81.039   89.84430    0.00000    0.00000
  269.71500     81.040   89.89590    0.00000    0.00000
  269.87000     81.041   89.94736    0.00000    0.00000
  270.03000     81.041   90.00031    0.00000    0.00000
  270.18500     81.042   90.05200    0.00000    0.00000
  270.34000     81.043   90.10394    0.00000    0.00000
  270.49500     81.045   90.15526    0.00000    0.00000
  270.65500     81.049   90.20826    0.00000    0.00000
  270.81000     81.055   90.25995    0.00000    0.00000
  270.96500     81.061   90.31127    0.00000    0.00000
  271.12000     81.066   90.36325    0.00000    0.00000
  271.27499     81.073   90.41579    0.00000    0.00000
  271.42999     81.078   90.46716    0.00000    0.00000
  271.58499     81.082   90.51889    0.00000    0.00000
  271.73999     81.089   90.57087    0.00000    0.00000
  271.89999     81.096   90.62383    0.00000    0.00000
  272.05499     81.100   90.67507    0.00000    0.00000
  272.20999     81.106   90.72778    0.00000    0.00000
  272.36499     81.110   90.77918    0.00000    0.00000
  272.52499     81.114   90.83189    0.00000    0.00000
  272.67999     81.121   90.88306    0.00000    0.00000
  272.83499     81.128   90.93507    0.00000    0.00000
  272.98999     81.133   90.98672    0.00000    0.00000
  273.14999     81.138   91.03980    0.00000    0.00000
  273.30499     81.142   91.09116    0.00000    0.00000
  273.45499     81.146   91.14274    0.00000    0.00000
  273.61499     81.154   91.19471    0.00000    0.00000
  273.77499     81.162   91.24799    0.00000    0.00000
  273.92999     81.167   91.30005    0.00000    0.00000
  274.08499     81.172   91.35174    0.00000    0.00000
  274.23999     81.176   91.40298    0.00000    0.00000
  274.39999     81.179   91.45594    0.00000    0.00000
  274.54999     81.184   91.50759    0.00000    0.00000
  274.70999     81.193   91.55961    0.00000    0.00000
  274.86499     81.200   91.61102    0.00000    0.00000
  275.01999     81.206   91.66393    0.00000    0.00000
  275.17499     81.211   91.71558    0.00000    0.00000
  275.32999     81.214   91.76658    0.00000    0.00000
  275.48499     81.219   91.81863    0.00000    0.00000
  275.64499     81.229   91.87102    0.00000    0.00000
  275.79501     81.236   91.92088    0.00000    0.00000
  275.95001     81.242   91.97281    0.00000    0.00000
  276.10999     81.247   92.02585    0.00000    0.00000
  276.26501     81.249   92.07787    0.00000    0.00000
  276.42001     81.252   92.12955    0.00000    0.00000
  276.57501     81.255   92.18076    0.00000    0.00000
  276.73001     81.262   92.23270    0.00000    0.00000
  276.88501     81.267   92.28443    0.00000    0.00000
  277.04001     81.271   92.33579    0.00000    0.00000
  277.19501     81.277   92.38781    0.00000    0.00000
  277.35001     81.280   92.43938    0.00000    0.00000
  277.50500     81.284   92.49144    0.00000    0.00000
  277.66000     81.288   92.54280    0.00000    0.00000
  277.81500     81.294   92.59445    0.00000    0.00000
  277.97000     81.298   92.64647    0.00000    0.00000
  278.12500     81.302   92.69772    0.00000    0.00000
  278.28000     81.306   92.75067    0.00000    0.00000
  278.43500     81.310   92.80236    0.00000    0.00000
  278.59000     81.314   92.85368    0.00000    0.00000
  278.74500     81.319   92.90575    0.00000    0.00000
  278.90500     81.324   92.95825    0.00000    0.00000
  279.06000     81.329   93.01027    0.00000    0.00000
  279.21500     81.333   93.06168    0.00000    0.00000
  279.37000     81.337   93.11369    0.00000    0.00000
  279.53000     81.341   93.16664    0.00000    0.00000
  279.68500     81.346   93.21756    0.00000    0.00000
  279.84000     81.353   93.26954    0.00000    0.00000
  279.99500     81.358   93.32131    0.00000    0.00000
  280.15500     81.364   93.37431    0.00000    0.00000
  280.30499     81.368   93.42563    0.00000    0.00000
  280.46500     81.371   93.47752    0.00000    0.00000
  280.62000     81.375   93.52950    0.00000    0.00000
  280.77499     81.381   93.58217    0.00000    0.00000
  280.93500     81.387   93.63451    0.00000    0.00000
  281.09000     81.391   93.68621    0.00000    0.00000
  281.24500     81.397   93.73847    0.00000    0.00000
  281.40500     81.400   93.79142    0.00000    0.00000
  281.56000     81.404   93.84340    0.00000    0.00000
  281.71500     81.409   93.89513    0.00000    0.00000
  281.87000     81.413   93.94654    0.00000    0.00000
  282.03000     81.417   93.99941    0.00000    0.00000
  282.18500     81.420   94.05106    0.00000    0.00000
  282.34000     81.424   94.10308    0.00000    0.00000
  282.49500     81.427   94.15449    0.00000    0.00000
  282.65500     81.430   94.20748    0.00000    0.00000
  282.80499     81.435   94.25905    0.00000    0.00000
  282.95999     81.441   94.31037    0.00000    0.00000
  283.12000     81.445   94.36235    0.00000    0.00000
  283.27499     81.452   94.41534    0.00000    0.00000
  283.43500     81.456   94.46741    0.00000    0.00000
  283.58499     81.460   94.51897    0.00000    0.00000
  283.74500     81.464   94.57095    0.00000    0.00000
  283.89999     81.468   94.62390    0.00000    0.00000
  284.05499     81.472   94.67523    0.00000    0.00000
  284.21500     81.477   94.72737    0.00000    0.00000
  284.36499     81.482   94.77894    0.00000    0.00000
  284.52499     81.485   94.83193    0.00000    0.00000
  284.67999     81.489   94.88322    0.00000    0.00000
  284.83499     81.495   94.93523    0.00000    0.00000
  284.99500     81.502   94.98734    0.00000    0.00000
  285.14999     81.509   95.03992    0.00000    0.00000
  285.30499     81.517   95.09226    0.00000    0.00000
  285.45999     81.521   95.14383    0.00000    0.00000
  285.61499     81.525   95.19483    0.00000    0.00000
  285.76999     81.534   95.24725    0.00000    0.00000
  285.92999     81.543   95.29915    0.00000    0.00000
  286.08499     81.549   95.35076    0.00000    0.00000
  286.23499     81.558   95.40205    0.00000    0.00000
  286.39499     81.563   95.45504    0.00000    0.00000
  286.54999     81.567   95.50685    0.00000    0.00000
  286.70499     81.575   95.55879    0.00000    0.00000
  286.85999     81.582   95.61008    0.00000    0.00000
  287.01999     81.589   95.66299    0.00000    0.00000
  287.17499     81.595   95.71472    0.00000    0.00000
  287.32999     81.599   95.76617    0.00000    0.00000
  287.48499     81.603   95.81810    0.00000    0.00000
  287.64499     81.612   95.87109    0.00000    0.00000
  287.79999     81.620   95.92271    0.00000    0.00000
  287.95499     81.627   95.97399    0.00000    0.00000
  288.10999     81.632   96.02609    0.00000    0.00000
  288.26999     81.635   96.07904    0.00000    0.00000
  288.42001     81.638   96.12894    0.00000    0.00000
  288.57501     81.641   96.18055    0.00000    0.00000
  288.73001     81.647   96.23228    0.00000    0.00000
  288.88501     81.653   96.28439    0.00000    0.00000
  289.04001     81.657   96.33595    0.00000    0.00000
  289.19501     81.661   96.38724    0.00000    0.00000
  289.35001     81.665   96.43925    0.00000    0.00000
  289.50500     81.668   96.49099    0.00000    0.00000
  289.66000     81.675   96.54240    0.00000    0.00000
  289.81500     81.682   96.59421    0.00000    0.00000
  289.97000     81.688   96.64582    0.00000    0.00000
  290.12500     81.693   96.69718    0.00000    0.00000
  290.28000     81.695   96.75022    0.00000    0.00000
  290.43500     81.699   96.80191    0.00000    0.00000
  290.59000     81.703   96.85384    0.00000    0.00000
  290.74500     81.711   96.90505    0.00000    0.00000
  290.90500     81.716   96.95808    0.00000    0.00000
  291.06000     81.720   97.00982    0.00000    0.00000
  291.21500     81.725   97.06123    0.00000    0.00000
  291.37000     81.729   97.11308    0.00000    0.00000
  291.53000     81.732   97.16575    0.00000    0.00000
  291.68500     81.738   97.21805    0.00000    0.00000
  291.84000     81.743   97.26978    0.00000    0.00000
  291.99500     81.747   97.32082    0.00000    0.00000
  292.14999     81.751   97.37373    0.00000    0.00000
  292.30499     81.754   97.42502    0.00000    0.00000
  292.45999     81.757   97.47700    0.00000    0.00000
  292.61499     81.760   97.52869    0.00000    0.00000
  292.77499     81.763   97.58208    0.00000    0.00000
  292.92999     81.767   97.63361    0.00000    0.00000
  293.08499     81.769   97.68494    0.00000    0.00000
  293.24500     81.772   97.73692    0.00000    0.00000
  293.39999     81.776   97.78959    0.00000    0.00000
  293.55499     81.778   97.84100    0.00000    0.00000
  293.70999     81.779   97.89256    0.00000    0.00000
  293.86499     81.780   97.94458    0.00000    0.00000
  294.01999     81.780   97.99684    0.00000    0.00000
  294.17999     81.781   98.04890    0.00000    0.00000
  294.33499     81.781   98.10067    0.00000    0.00000
  294.48499     81.782   98.15188    0.00000    0.00000
  294.64499     81.783   98.20495    0.00000    0.00000
  294.79999     81.784   98.25652    0.00000    0.00000
  294.95499     81.784   98.30854    0.00000    0.00000
  295.10999     81.784   98.35990    0.00000    0.00000
  295.26999     81.785   98.41286    0.00000    0.00000
  295.42499     81.786   98.46447    0.00000    0.00000
  295.57999     81.787   98.51571    0.00000    0.00000
  295.73499     81.788   98.56773    0.00000    0.00000
  295.89499     81.789   98.62052    0.00000    0.00000
  296.04999     81.791   98.67242    0.00000    0.00000
  296.20499     81.794   98.72378    0.00000    0.00000
  296.35501     81.802   98.77376    0.00000    0.00000
  296.51001     81.810   98.82578    0.00000    0.00000
  296.66501     81.816   98.87751    0.00000    0.00000
  296.82001     81.820   98.92867    0.00000    0.00000
  296.97501     81.820   98.98032    0.00000    0.00000
  297.12500     81.821   99.03043    0.00000    0.00000
  297.28000     81.823   99.08338    0.00000    0.00000
  297.44000     81.825   99.13536    0.00000    0.00000
  297.59500     81.827   99.18729    0.00000    0.00000
  297.75000     81.828   99.23858    0.00000    0.00000
  297.90500     81.829   99.29161    0.00000    0.00000
  298.06000     81.830   99.34326    0.00000    0.00000
  298.21500     81.832   99.39532    0.00000    0.00000
  298.37000     81.835   99.44660    0.00000    0.00000
  298.53000     81.842   99.49956    0.00000    0.00000
  298.68500     81.848   99.55125    0.00000    0.00000
  298.84000     81.852   99.60262    0.00000    0.00000
