8.2,200
8.1,201
8.0,202
7.8,203
7.8,204
7.8,205
7.7,206
7.8,207
7.5,208
7.5,209
7.6,210
7.7,211
7.6,212
7.7,213
7.9,214
7.9,215
7.6,216
7.6,217
7.8,218
8.0,219
8.1,220
8.3,221
8.4,222
8.3,223
8.2,224
8.2,225
8.1,226
8.0,227
8.0,228
7.9,229
7.9,230
7.8,231
7.8,232
7.8,233
7.8,234
7.8,235
8.0,236
8.1,237
7.9,238
7.9,239
7.6,240
7.5,241
7.6,242
7.8,243
7.9,244
8.1,245
8.3,246
8.2,247
8.1,248
8.0,249
8.1,250
8.0,251
7.9,252
7.8,253
7.8,254
7.8,255
7.9,256
7.9,257
8.0,258
8.0,259
7.9,260
7.7,261
7.7,262
7.7,263
7.7,264
7.8,265
7.9,266
8.2,267
8.2,268
8.2,269
8.1,270
8.0,271
8.0,272
7.7,273
7.5,274
7.4,275
7.6,276
7.7,277
7.9,278
8.1,279
8.2,280
8.1,281
8.0,282
7.9,283
7.7,284
7.6,285
7.6,286
7.7,287
7.9,288
8.2,289
8.2,290
8.2,291
8.1,292
7.9,293
7.7,294
7.7,295
7.8,296
7.9,297
8.1,298
8.4,299
8.6,300
8.4,301
8.3,302
8.3,303
8.1,304
7.9,305
8.0,306
8.1,307
8.1,308
8.2,309
8.2,310
8.1,311
8.1,312
7.9,313
7.8,314
7.8,315
7.8,316
7.8,317
7.8,318
8.0,319
8.2,320
8.2,321
8.3,322
8.4,323
8.2,324
8.0,325
7.9,326
7.9,327
7.8,328
7.8,329
8.1,330
8.3,331
8.4,332
8.3,333
8.2,334
8.2,335
8.1,336
8.0,337
8.1,338
8.1,339
8.2,340
8.1,341
8.2,342
8.2,343
8.2,344
8.1,345
8.1,346
8.2,347
8.1,348
8.1,349
8.0,350
8.1,351
8.2,352
8.4,353
8.4,354
8.6,355
8.5,356
8.4,357
8.3,358
8.2,359
8.1,360
8.1,361
8.2,362
8.2,363
8.2,364
8.2,365
8.3,366
8.3,367
8.2,368
8.4,369
8.3,370
8.2,371
8.1,372
7.9,373
7.9,374
7.9,375
8.0,376
8.2,377
8.4,378
8.5,379
8.6,380
8.5,381
8.5,382
8.5,383
8.4,384
8.3,385
8.4,386
8.4,387
8.4,388
8.4,389
8.3,390
8.3,391
8.3,392
8.4,393
8.2,394
8.2,395
8.2,396
8.2,397
8.2,398
8.3,399
8.5,400
8.6,401
8.6,402
8.5,403
8.5,404
8.5,405
8.5,406
8.5,407
8.6,408
8.6,409
8.8,410
8.8,411
8.8,412
8.7,413
8.6,414
8.6,415
8.5,416
8.4,417
8.4,418
8.5,419
8.5,420
8.6,421
8.8,422
8.9,423
8.7,424
8.7,425
8.5,426
8.4,427
8.2,428
8.4,429
8.5,430
8.7,431
8.9,432
8.9,433
8.7,434
8.7,435
8.7,436
8.5,437
8.5,438
8.4,439
8.3,440
8.4,441
8.4,442
8.5,443
8.8,444
8.8,445
8.7,446
8.7,447
8.7,448
8.5,449
8.5,450
8.5,451
8.7,452
8.8,453
9.0,454
9.0,455
9.0,456
8.9,457
8.8,458
8.7,459
8.7,460
8.8,461
8.7,462
8.8,463
8.9,464
8.8,465
8.8,466
8.8,467
8.7,468
8.7,469
8.7,470
8.5,471
8.4,472
8.5,473
8.4,474
8.4,475
8.6,476
8.7,477
8.8,478
8.9,479
8.9,480
8.8,481
8.8,482
8.7,483
8.7,484
9.0,485
9.3,486
9.2,487
9.3,488
9.3,489
9.1,490
9.0,491
9.1,492
9.0,493
9.1,494
9.1,495
9.1,496
9.0,497
9.0,498
9.0,499
8.9,500
8.8,501
8.9,502
8.9,503
8.8,504
8.9,505
9.0,506
9.0,507
9.0,508
9.2,509
9.2,510
9.2,511
9.3,512
9.3,513
9.3,514
9.3,515
9.3,516
9.2,517
9.0,518
9.0,519
9.0,520
9.0,521
9.1,522
9.1,523
9.2,524
9.2,525
9.2,526
9.1,527
9.1,528
9.1,529
9.1,530
9.1,531
9.2,532
9.4,533
9.4,534
9.3,535
9.2,536
9.2,537
9.2,538
9.2,539
9.1,540
9.1,541
9.2,542
9.3,543
9.4,544
9.4,545
9.5,546
9.5,547
9.5,548
9.4,549
9.5,550
9.4,551
9.4,552
9.3,553
9.3,554
9.5,555
9.6,556
9.5,557
9.4,558
9.3,559
9.2,560
9.2,561
9.3,562
9.4,563
9.5,564
9.6,565
9.5,566
9.4,567
9.4,568
9.4,569
9.2,570
9.1,571
9.1,572
9.0,573
9.0,574
9.2,575
9.4,576
9.5,577
9.6,578
9.6,579
9.4,580
9.5,581
9.5,582
9.5,583
9.6,584
9.9,585
10.0,586
10.0,587
9.9,588
10.1,589
10.1,590
10.0,591
10.0,592
9.9,593
9.6,594
9.6,595
9.7,596
9.6,597
9.8,598
10.2,599
