扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,188.9,6.19,1.4,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.5,188.9,6.19,8.4,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.5,188.9,6.19,18.2,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,188.9,6.19,28.2,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,188.7,6.19,38.2,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,188.3,6.19,46.8,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,187.7,6.19,49.8,6,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,187.0,6.19,49.8,7,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,186.5,6.19,49.6,8,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,186.0,6.19,49.4,9,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.5,6.19,49.4,10,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,185.2,6.19,49.4,11,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,184.8,6.19,49.4,12,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,184.5,6.19,49.6,13,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,184.1,6.19,49.8,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,183.7,6.19,49.8,15,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,183.3,6.19,49.8,16,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,182.8,6.19,50.0,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,182.3,6.19,49.8,18,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,181.8,6.19,49.8,19,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,181.2,6.19,49.6,20,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,180.7,6.19,49.6,21,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,180.1,6.19,49.6,22,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,179.5,6.19,49.8,23,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.8,178.7,6.19,49.8,24,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.7,177.9,6.19,50.0,25,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.6,177.2,6.19,50.0,26,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.4,176.7,6.19,50.0,27,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.2,176.3,6.19,50.0,28,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.2,176.1,6.19,50.0,29,190.0,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
