扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.8,186.6,6.19,0.0,0,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,186.6,6.19,2.4,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,186.6,6.19,11.4,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,186.7,6.19,23.4,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.9,186.7,6.19,35.4,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.6,186.6,6.19,47.2,5,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.5,186.2,6.19,56.8,6,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.3,185.4,6.19,59.8,7,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.2,184.5,6.19,59.8,8,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
2.7,183.4,6.19,59.6,9,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.01
9.1,182.4,6.19,59.6,10,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.01
18.4,180.9,6.19,59.6,11,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.03
28.3,178.3,6.19,59.4,12,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.06
41.3,175.0,6.19,59.4,13,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.10
48.8,171.1,6.19,59.6,14,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.15
51.8,167.6,6.19,59.8,15,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.20
51.5,164.6,6.19,59.8,16,190.0,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.25
49.7,162.6,6.19,60.0,17,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.30
44.3,161.4,6.19,60.0,18,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.35
40.6,160.5,6.19,59.8,19,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.39
38.2,159.8,6.19,59.8,20,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.43
36.2,159.3,6.19,59.8,21,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.46
34.7,158.9,6.19,59.6,22,190.0,189.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.50
32.5,158.8,6.19,59.6,23,190.0,189.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.53
32.2,158.7,6.19,59.8,24,189.8,189.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.56
32.0,158.8,6.19,59.8,25,189.7,189.4,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.59
31.3,158.8,6.19,59.8,26,189.7,189.4,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.62
31.7,158.9,6.19,60.0,27,189.7,189.4,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.66
32.6,159.0,6.19,59.8,28,189.5,189.4,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.69
32.3,159.2,6.19,59.8,29,189.4,189.5,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.72
30.7,159.5,6.19,59.8,30,189.4,189.6,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.75
29.7,159.8,6.19,59.6,31,189.4,189.6,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.78
27.7,160.1,6.19,59.6,32,189.4,189.6,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.81
26.3,160.4,6.19,59.8,33,189.1,189.7,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.83
25.1,160.7,6.19,59.8,34,189.0,189.8,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.86
24.5,161.3,6.19,59.6,35,189.0,189.8,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.88
23.6,161.9,6.19,59.8,36,189.0,189.8,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.91
22.8,162.6,6.19,59.8,37,189.0,190.0,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.93
22.1,163.3,6.19,59.8,38,189.0,190.0,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.95
21.5,164.1,6.19,59.8,39,189.0,190.0,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.97
20.9,164.8,6.19,59.8,40,189.0,190.0,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.99
20.4,165.4,6.19,59.8,41,188.9,190.0,189.3,500.0,500.0,0.0,0.0,0.0,0.3,1.01
20.0,166.1,6.19,59.8,42,188.8,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,1.03
19.5,166.8,6.19,59.8,43,188.8,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,1.05
19.3,167.4,6.19,59.6,44,188.8,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,1.07
19.1,167.9,6.19,59.8,45,188.8,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,1.09
19.0,168.4,6.19,59.8,46,188.8,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,1.11
