扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.5,184.0,6.19,1.8,0,189.3,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,184.1,6.19,9.8,1,189.4,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.0,184.1,6.19,19.6,2,189.4,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.7,184.2,6.19,29.6,3,189.4,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.4,184.1,6.19,39.6,4,189.4,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.3,183.8,6.19,47.6,5,189.4,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.1,183.1,6.19,49.6,6,189.4,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.1,182.1,6.19,49.8,7,189.5,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.4,181.2,6.19,49.8,8,189.5,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
3.2,180.3,6.19,49.6,9,189.5,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
8.5,179.4,6.19,49.8,10,189.5,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
16.6,177.7,6.19,49.8,11,189.5,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
29.3,175.2,6.19,49.6,12,189.6,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
42.4,172.1,6.19,49.6,13,189.6,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.08
51.8,168.9,6.19,49.8,14,189.6,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.13
56.1,166.1,6.19,49.8,15,189.6,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.17
56.7,163.4,6.19,49.6,16,189.6,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.22
53.2,161.5,6.19,49.8,17,189.6,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.27
49.2,160.0,6.19,49.8,18,189.6,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.31
45.5,159.1,6.19,49.6,19,189.6,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.34
43.4,158.6,6.19,49.6,20,189.6,190.0,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.38
41.6,158.2,6.19,49.8,21,189.5,190.0,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.41
39.2,157.9,6.19,49.8,22,189.4,190.0,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.45
36.3,157.8,6.19,49.8,23,189.4,190.0,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.48
35.0,157.7,6.19,49.8,24,189.4,190.0,189.3,500.0,500.0,0.0,0.0,0.0,0.3,0.51
32.6,157.8,6.19,49.8,25,189.4,190.0,189.3,500.0,500.0,0.0,0.0,0.0,0.3,0.53
31.2,157.8,6.19,49.8,26,189.4,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.56
30.2,158.0,6.19,49.8,27,189.2,190.0,188.9,500.0,500.0,0.0,0.0,0.0,0.3,0.58
28.8,158.2,6.19,49.8,28,189.1,190.0,188.8,500.0,500.0,0.0,0.0,0.0,0.3,0.61
27.3,158.4,6.19,49.8,29,189.1,190.0,188.8,500.0,500.0,0.0,0.0,0.0,0.3,0.63
27.9,158.5,6.19,49.6,30,189.1,190.0,188.7,500.0,500.0,0.0,0.0,0.0,0.3,0.65
27.5,158.6,6.19,49.6,31,189.1,190.0,188.7,500.0,500.0,0.0,0.0,0.0,0.3,0.68
27.2,158.8,6.19,49.6,32,189.1,190.0,188.7,500.0,500.0,0.0,0.0,0.0,0.3,0.70
26.9,159.0,6.19,49.6,33,188.9,190.0,188.7,500.0,500.0,0.0,0.0,0.0,0.3,0.72
26.4,159.2,6.19,49.8,34,188.8,190.0,188.5,500.0,500.0,0.0,0.0,0.0,0.3,0.74
25.4,159.4,6.19,50.0,35,188.8,190.0,188.2,500.0,500.0,0.0,0.0,0.0,0.3,0.76
25.2,159.6,6.19,50.0,36,188.8,190.0,188.2,500.0,500.0,0.0,0.0,0.0,0.3,0.78
