扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,186.7,6.19,0.4,0,189.9,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,186.7,6.19,4.6,1,189.9,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,186.8,6.19,15.6,2,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.0,186.8,6.19,31.2,3,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.7,186.7,6.19,47.0,4,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.6,186.4,6.19,62.6,5,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.4,185.6,6.19,74.4,6,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.4,184.6,6.19,79.4,7,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.3,183.6,6.19,79.6,8,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.3,182.8,6.19,79.8,9,190.0,190.0,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,182.0,6.19,79.6,10,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.01
6.1,181.1,6.19,79.6,11,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.01
14.9,179.7,6.19,79.4,12,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.03
25.6,177.4,6.19,79.6,13,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.07
36.9,174.0,6.19,79.6,14,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.12
45.6,170.4,6.19,79.6,15,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.18
50.5,167.1,6.19,79.6,16,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.24
51.0,164.7,6.19,79.8,17,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.31
48.0,162.7,6.19,79.6,18,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.38
45.0,161.4,6.19,79.6,19,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.43
42.7,160.4,6.19,79.6,20,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.49
39.0,159.8,6.20,79.6,21,190.0,190.0,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.54
