扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,187.3,6.19,0.0,0,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.6,187.3,6.19,1.2,1,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.6,187.4,6.19,8.2,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.6,187.4,6.19,18.2,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.5,187.4,6.19,28.2,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,187.5,6.19,38.2,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,187.4,6.19,47.2,6,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,187.0,6.19,50.2,7,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,186.5,6.19,50.2,8,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.8,6.19,50.2,9,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.3,6.19,50.2,10,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,184.7,6.19,49.8,11,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,184.1,6.19,49.6,12,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,183.7,6.19,49.6,13,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,183.3,6.19,49.6,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,182.8,6.19,49.6,15,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,182.3,6.19,49.6,16,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,181.9,6.19,49.8,17,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,181.5,6.19,49.8,18,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,181.0,6.19,49.8,19,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,180.5,6.19,49.8,20,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,180.0,6.19,49.8,21,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,179.7,6.19,49.8,22,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,179.4,6.19,49.8,23,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,179.0,6.19,49.8,24,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,178.4,6.19,49.6,25,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,177.9,6.19,49.8,26,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,177.4,6.19,49.8,27,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,177.1,6.19,49.8,28,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,176.9,6.19,49.8,29,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,176.7,6.19,50.0,30,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,176.5,6.19,50.0,31,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,176.2,6.19,50.0,32,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.0,175.9,6.19,49.8,33,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
