扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,185.9,6.19,0.4,0,189.6,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,186.0,6.19,5.6,1,189.6,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,186.0,6.19,15.2,2,189.7,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,186.1,6.19,25.2,3,189.7,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,186.1,6.19,35.0,4,189.7,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,186.0,6.19,44.6,5,189.7,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.1,185.7,6.19,49.4,6,189.8,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.9,185.1,6.19,49.8,7,189.8,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.8,184.5,6.19,49.8,8,189.8,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,183.9,6.19,50.0,9,189.8,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,183.3,6.19,49.8,10,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,182.8,6.19,49.8,11,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,182.2,6.19,49.8,12,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,181.6,6.19,49.8,13,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,181.1,6.19,49.6,14,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,180.6,6.19,49.8,15,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,180.2,6.19,49.8,16,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,179.8,6.19,49.8,17,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,179.4,6.19,49.8,18,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,178.9,6.19,50.0,19,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
