扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.5,186.9,6.19,0.6,0,190.2,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,186.9,6.19,5.8,1,190.2,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,186.9,6.19,14.6,2,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,186.9,6.19,23.6,3,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,186.6,6.20,32.6,4,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.1,185.9,6.20,41.0,5,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.0,185.1,6.20,44.6,6,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.9,184.4,6.20,44.8,7,190.1,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.9,183.9,6.20,44.8,8,190.1,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.8,183.4,6.20,44.8,9,190.1,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,182.9,6.20,44.8,10,190.1,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,182.5,6.20,45.0,11,190.1,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,182.1,6.20,45.0,12,190.1,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,181.7,6.20,45.2,13,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,181.2,6.20,45.0,14,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,180.8,6.20,44.8,15,190.2,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
