扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.9,190.1,6.24,2.4,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.9,190.1,6.24,10.4,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.8,190.1,6.24,20.4,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,190.1,6.24,30.4,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,190.1,6.24,40.4,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,190.1,6.24,48.0,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,190.1,6.24,50.0,6,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,190.0,6.23,50.0,7,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,189.7,6.24,50.0,8,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,189.1,6.24,49.8,9,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,188.4,6.24,49.8,10,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,187.9,6.24,49.8,11,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,187.3,6.24,49.6,12,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,186.8,6.24,49.6,13,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,186.1,6.24,49.8,14,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,185.4,6.24,49.8,15,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,184.7,6.24,49.8,16,190.0,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,184.1,6.24,50.0,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,183.3,6.24,49.8,18,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,182.7,6.24,49.8,19,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,182.0,6.24,49.8,20,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,181.5,6.24,49.8,21,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.2,180.9,6.24,49.8,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.4,180.2,6.24,49.8,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.5,179.4,6.24,49.6,24,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.7,178.7,6.24,49.6,25,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.9,178.2,6.24,49.6,26,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,177.9,6.24,49.6,27,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,177.7,6.24,49.8,28,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,177.6,6.24,50.0,29,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,177.5,6.24,50.0,30,190.0,189.7,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,177.4,6.24,49.8,31,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,177.4,6.24,49.8,32,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.5,177.4,6.24,49.8,33,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.4,6.24,49.6,34,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.4,6.24,49.6,35,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.5,6.24,49.8,36,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.5,6.24,49.8,37,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.5,6.24,49.8,38,190.0,189.5,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.6,177.5,6.24,50.2,39,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.5,6.24,50.2,40,190.0,189.6,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.5,6.24,50.2,41,190.0,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.4,6.24,50.2,42,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.3,6.24,50.0,43,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.2,6.24,49.6,44,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.2,6.24,49.6,45,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.2,6.24,49.6,46,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.3,6.24,49.6,47,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.6,177.3,6.24,49.8,48,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.6,177.3,6.24,49.8,49,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.3,6.24,49.8,50,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.3,6.24,49.8,51,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.3,6.24,49.8,52,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.4,6.24,49.8,53,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.4,6.24,50.0,54,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.4,6.24,49.8,55,190.0,190.2,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.4,6.24,49.8,56,189.9,190.3,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.05
1.5,177.4,6.24,49.8,57,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
1.4,177.5,6.24,49.8,58,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
1.4,177.5,6.24,49.8,59,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
1.4,177.6,6.24,50.0,60,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
1.4,177.6,6.24,49.8,61,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
1.1,177.5,6.24,49.8,62,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.9,177.4,6.24,49.6,63,189.9,190.4,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.6,177.3,6.24,49.6,64,189.9,190.3,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.4,177.2,6.24,49.6,65,189.9,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.3,177.2,6.24,49.6,66,189.9,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.3,177.2,6.24,49.6,67,189.9,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.2,177.2,6.24,49.8,68,189.9,190.1,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
0.2,177.3,6.24,49.8,69,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
1.6,177.2,6.24,49.8,70,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.07
4.6,176.9,6.24,50.0,71,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.07
8.5,175.2,6.24,50.0,72,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.08
11.9,172.3,6.24,50.0,73,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.09
17.1,169.7,6.24,49.8,74,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.10
19.3,167.8,6.24,49.8,75,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.12
20.8,166.8,6.24,49.8,76,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.13
19.8,165.8,6.24,49.8,77,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.15
19.9,165.4,6.24,49.8,78,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.17
17.8,165.5,6.24,49.8,79,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.18
17.1,165.7,6.24,49.8,80,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.20
15.6,166.0,6.24,49.8,81,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.21
15.2,166.4,6.24,49.8,82,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.22
14.4,167.0,6.24,49.6,83,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.23
13.7,167.7,6.24,49.8,84,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.24
12.9,168.3,6.24,49.6,85,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.25
12.0,168.9,6.24,49.6,86,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.26
11.6,169.6,6.24,49.6,87,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.27
