扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
2.0,189.8,6.25,0.0,0,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
2.0,189.8,6.25,0.6,1,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.9,189.8,6.25,5.8,2,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.9,189.9,6.25,15.4,3,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.8,189.9,6.25,25.4,4,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.8,189.9,6.25,35.4,5,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,189.6,6.25,44.8,6,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,189.1,6.25,49.6,7,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.1,188.4,6.25,50.0,8,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,187.8,6.25,49.8,9,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,187.1,6.25,49.8,10,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,186.5,6.25,49.8,11,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,185.6,6.25,49.6,12,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,184.8,6.25,49.6,13,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,184.1,6.25,49.8,14,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,183.5,6.25,49.8,15,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.3,183.0,6.25,49.8,16,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,182.4,6.25,50.0,17,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,182.0,6.25,50.0,18,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.0,181.5,6.25,50.0,19,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.0,181.1,6.25,50.0,20,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.1,180.5,6.25,50.0,21,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.2,179.9,6.25,50.0,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,179.2,6.25,50.0,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,178.8,6.25,49.8,24,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,178.5,6.25,49.6,25,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,178.3,6.25,49.6,26,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,178.1,6.25,49.6,27,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,178.0,6.25,49.6,28,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,177.8,6.25,49.8,29,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,177.7,6.25,50.0,30,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.2,177.6,6.25,50.0,31,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,177.5,6.25,50.0,32,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.4,6.25,50.0,33,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.3,6.25,49.8,34,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.3,6.25,49.8,35,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.3,6.25,49.8,36,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.3,6.25,49.6,37,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.3,6.25,49.6,38,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,177.3,6.25,50.0,39,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.4,177.3,6.25,50.0,40,190.0,189.9,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.2,6.25,50.0,41,189.9,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.2,6.25,50.2,42,189.9,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.2,6.25,50.0,43,189.9,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.3,6.25,49.6,44,189.9,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.3,6.25,49.6,45,189.8,189.8,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.4,6.25,49.4,46,189.7,189.8,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.5,177.4,6.25,49.4,47,189.7,189.8,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.4,6.25,49.6,48,189.7,189.8,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.5,177.4,6.25,49.6,49,189.7,189.9,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.4,177.4,6.25,49.6,50,189.7,189.9,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.4,177.3,6.25,49.8,51,189.7,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.3,177.3,6.25,49.8,52,189.6,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.2,177.2,6.25,49.8,53,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.2,177.1,6.25,50.0,54,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.1,177.1,6.25,49.8,55,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.1,177.1,6.25,49.8,56,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.05
0.9,177.1,6.25,49.8,57,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.05
0.7,177.1,6.25,49.8,58,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.05
