扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,190.4,6.19,1.2,0,200.0,200.9,199.4,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.6,190.5,6.19,7.6,1,200.0,200.9,199.4,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.5,190.6,6.19,19.2,2,200.0,200.9,199.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,190.8,6.19,31.2,3,200.0,200.9,199.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,190.9,6.19,43.0,4,200.0,201.0,199.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,191.0,6.19,53.8,5,200.0,201.0,199.3,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,191.1,6.19,59.4,6,200.0,201.0,199.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,191.2,6.19,59.8,7,200.0,201.0,199.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,191.3,6.19,59.8,8,200.0,201.0,199.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,191.5,6.19,59.8,9,200.0,201.0,199.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,191.5,6.19,59.8,10,200.0,200.9,199.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,191.2,6.19,59.8,11,200.0,200.8,199.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,190.6,6.19,59.8,12,200.0,200.8,199.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,190.1,6.19,59.6,13,200.0,200.8,199.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
5.7,189.5,6.19,59.8,14,200.0,200.8,199.1,500.0,500.0,0.0,0.0,0.0,0.3,0.02
12.3,188.7,6.19,59.6,15,200.0,200.6,199.1,500.0,500.0,0.0,0.0,0.0,0.3,0.03
23.9,187.4,6.19,59.6,16,200.0,200.3,199.0,500.0,500.0,0.0,0.0,0.0,0.3,0.06
34.4,185.5,6.19,59.6,17,200.0,200.2,199.0,500.0,500.0,0.0,0.0,0.0,0.3,0.09
46.1,183.3,6.19,59.6,18,200.0,200.1,199.0,500.0,500.0,0.0,0.0,0.0,0.3,0.14
50.3,180.7,6.19,59.6,19,200.0,200.0,199.0,500.0,500.0,0.0,0.0,0.0,0.3,0.19
51.9,178.3,6.19,59.8,20,200.0,200.0,199.0,500.0,500.0,0.0,0.0,0.0,0.3,0.24
