扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,196.2,6.19,0.0,0,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,196.0,6.19,3.8,1,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,195.8,6.19,12.6,2,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,194.8,6.19,22.6,3,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,192.4,6.19,32.6,4,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,189.4,6.19,42.6,5,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,186.3,6.19,48.8,6,200.2,199.9,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,184.4,6.19,49.8,7,200.2,199.9,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,183.0,6.19,49.8,8,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,182.0,6.19,49.8,9,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,181.1,6.19,49.8,10,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,180.5,6.19,49.8,11,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,180.2,6.19,50.2,12,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,180.1,6.19,50.2,13,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,180.2,6.19,50.2,14,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,180.4,6.19,50.2,15,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,180.6,6.19,50.2,16,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,180.9,6.19,50.0,17,200.2,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,181.2,6.19,50.0,18,200.1,200.0,200.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
