扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,185.6,6.20,0.2,0,190.0,189.5,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,185.6,6.20,4.8,1,190.0,189.5,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,185.6,6.20,12.6,2,190.0,189.6,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.4,185.6,6.20,20.6,3,190.0,189.7,189.4,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,185.4,6.20,28.6,4,190.0,189.7,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.0,185.1,6.20,36.2,5,190.0,189.7,189.5,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.7,184.6,6.20,39.6,6,190.0,189.7,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.5,184.0,6.20,39.8,7,190.0,189.8,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
0.3,182.9,6.20,39.8,8,190.0,189.9,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,182.0,6.20,39.6,9,190.0,189.9,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.00
5.2,181.0,6.20,39.8,10,190.0,189.9,189.6,500.0,500.0,0.0,0.0,0.0,0.3,0.01
14.5,180.1,6.20,39.8,11,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.02
25.1,178.3,6.20,39.6,12,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.03
39.2,175.4,6.20,39.6,13,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.06
51.0,172.2,6.20,39.8,14,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.09
58.9,168.9,6.20,39.6,15,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.13
62.7,166.2,6.20,39.6,16,190.0,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.17
63.3,163.9,6.20,39.8,17,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.22
58.3,162.3,6.20,39.6,18,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.25
57.2,161.2,6.20,39.6,19,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.29
52.6,160.3,6.20,39.8,20,190.0,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.33
47.2,159.6,6.20,39.8,21,190.0,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.36
43.1,159.2,6.20,39.8,22,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.39
40.2,159.1,6.20,39.8,23,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.41
35.7,159.2,6.20,39.8,24,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.44
34.3,159.1,6.20,39.8,25,190.0,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.46
32.2,159.0,6.20,39.8,26,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.48
30.1,159.0,6.20,39.8,27,189.9,190.0,190.0,500.0,500.0,0.0,0.0,0.0,0.3,0.50
30.0,159.0,6.20,40.0,28,189.9,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.52
27.3,159.1,6.20,40.0,29,189.9,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.54
27.5,159.3,6.20,40.0,30,189.7,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.56
26.1,159.4,6.20,40.0,31,189.6,190.0,189.9,500.0,500.0,0.0,0.0,0.0,0.3,0.57
25.7,159.6,6.20,40.0,32,189.6,190.0,189.8,500.0,500.0,0.0,0.0,0.0,0.3,0.59
24.9,159.9,6.20,39.8,33,189.6,190.0,189.7,500.0,500.0,0.0,0.0,0.0,0.3,0.61
