扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.6,173.1,6.19,1.4,0,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,173.1,6.19,8.2,1,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,173.2,6.19,18.2,2,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,173.3,6.19,28.2,3,180.0,180.0,179.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,173.4,6.19,38.2,4,180.0,180.0,179.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,173.4,6.19,46.8,5,180.0,180.0,179.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,173.5,6.19,49.8,6,180.0,180.0,179.9,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,173.6,6.19,49.8,7,180.0,180.0,179.9,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,173.6,6.19,49.8,8,180.0,180.0,179.9,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,173.7,6.19,49.8,9,180.0,180.0,179.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,173.8,6.19,49.8,10,180.0,180.0,179.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,173.8,6.19,50.0,11,180.0,180.0,179.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,173.9,6.19,50.0,12,180.0,180.0,179.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,174.0,6.19,49.8,13,180.0,179.9,179.8,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,174.0,6.19,49.8,14,180.0,179.9,179.7,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,173.7,6.19,49.8,15,180.0,179.9,179.7,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,173.2,6.19,49.8,16,180.0,179.9,179.7,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,172.5,6.19,49.8,17,180.0,179.7,179.7,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,171.8,6.19,50.0,18,180.0,179.6,179.7,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,171.3,6.19,49.8,19,180.0,179.6,179.7,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,170.8,6.19,49.8,20,180.0,179.5,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.4,170.4,6.19,49.8,21,180.0,179.4,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,170.0,6.19,49.8,22,180.0,179.4,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,169.6,6.19,49.8,23,180.0,179.4,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.02
1.3,169.4,6.19,50.0,24,180.0,179.3,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.3,169.2,6.19,49.8,25,180.0,179.3,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.2,169.0,6.19,49.8,26,180.0,179.3,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.2,168.8,6.19,49.8,27,180.0,179.3,179.6,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.2,168.6,6.19,49.8,28,180.0,179.3,179.5,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.1,168.4,6.19,49.8,29,180.0,179.3,179.5,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.1,168.2,6.19,50.0,30,180.0,179.3,179.5,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,168.1,6.19,50.0,31,180.0,179.3,179.5,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,168.0,6.19,49.8,32,180.0,179.4,179.5,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,167.9,6.19,49.8,33,180.0,179.5,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.03
1.0,167.8,6.19,49.8,34,180.0,179.6,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.9,167.7,6.19,49.8,35,180.0,179.6,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.9,167.7,6.19,49.8,36,180.0,179.6,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.04
0.9,167.7,6.19,50.0,37,180.0,179.7,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.0,167.6,6.19,49.8,38,180.0,179.9,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.04
1.1,167.3,6.19,49.8,39,180.0,180.0,179.4,500.0,500.0,0.0,0.0,0.0,0.3,0.04
