扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.7,178.1,6.19,1.6,0,180.0,179.9,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,177.8,6.19,9.2,1,180.0,179.9,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.5,177.3,6.19,19.2,2,180.0,179.9,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.3,176.8,6.19,29.2,3,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,176.3,6.19,39.2,4,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,175.7,6.19,47.4,5,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,175.2,6.19,49.8,6,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.2,174.6,6.19,49.8,7,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,174.0,6.19,49.8,8,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,173.5,6.19,49.8,9,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,173.1,6.19,50.0,10,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,172.7,6.19,49.8,11,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,172.3,6.19,49.8,12,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,172.0,6.19,49.8,13,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,171.6,6.19,49.8,14,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,171.2,6.19,49.8,15,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,170.9,6.19,50.0,16,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,170.6,6.19,50.0,17,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,170.4,6.19,49.8,18,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.8,170.2,6.19,49.8,19,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,170.0,6.19,49.8,20,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.6,169.8,6.19,49.8,21,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.5,169.6,6.19,49.8,22,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.3,169.4,6.19,50.0,23,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.2,169.1,6.19,49.8,24,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.0,168.9,6.19,49.8,25,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
0.0,168.8,6.19,49.8,26,180.0,180.0,180.0,500.0,500.0,0.0,0.0,0.0,0.3,0.02
