扭矩,料温,压力,转速,时间,温度1,温度2,温度3,温度4,温度5,温度6,温度7,温度8,顶栓,能量
1.8,189.6,6.20,0.0,0,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.8,189.6,6.20,3.6,1,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.8,189.6,6.20,9.4,2,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.2,0.00
1.7,189.6,6.20,15.4,3,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.7,189.6,6.20,21.4,4,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.6,6.20,27.4,5,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.6,6.20,29.8,6,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.6,6.20,30.0,7,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.6,6.20,29.8,8,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.00
1.6,189.6,6.20,30.0,9,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,189.6,6.20,29.8,10,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.6,189.5,6.20,29.8,11,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.5,189.1,6.20,29.8,12,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,188.5,6.20,30.0,13,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.4,187.7,6.20,29.8,14,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.3,186.9,6.20,29.8,15,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,186.4,6.20,29.8,16,189.5,190.0,189.1,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.8,6.20,29.8,17,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.4,6.20,29.8,18,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,185.0,6.20,29.8,19,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.2,184.6,6.20,29.8,20,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.1,184.2,6.20,29.8,21,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
1.0,183.9,6.20,29.8,22,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.9,183.6,6.20,29.8,23,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.7,183.3,6.20,29.6,24,189.5,190.0,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,182.8,6.20,29.8,25,189.5,189.9,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.4,182.4,6.20,29.8,26,189.5,189.9,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.01
0.5,181.9,6.20,29.8,27,189.5,189.9,189.2,500.0,500.0,0.0,0.0,0.0,0.3,0.02
